page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading,Sexual_Misconduct
5039,NULL," MDC Partners Inc. 
								  
",Dismissed,2015-07-31,2017-02-23,NULL," Services"," Business Services"," MDCA"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 15-CV-06034"," ",2015-07-31,2013-09-24,2015-04-27,"Robbins Geller Rudman & Dowd LLP (Melville)58 South Service Road, Suite 200, Robbins Geller Rudman & Dowd LLP (Melville), NY 11747631.367.7100 631.367.1173 · "," S.D. New York"," 15-CV-06034"," ",2015-12-15,2013-10-28,2015-04-27,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5040,NULL," SolarWinds, Inc. 
								  
",Dismissed,2015-07-31,2015-09-22,NULL," Technology"," Software & Programming"," SWI"," Public (Listed)"," United States"," New York SE"," W.D. Texas"," 15-CV-00652"," Hon. Sam Sparks",2015-07-31,2015-04-28,2015-07-16,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5041,NULL," Advanced Drainage Systems Inc. 
								  
",Dismissed,2015-07-29,2017-12-07,NULL," Capital Goods"," Misc. Capital Goods"," WMS"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-05955"," Hon. Katherine Polk Failla",2015-07-29,2014-09-05,2015-07-14,"The Rosen Law Firm P.A. (New York)275 Madison Avenue, 34th Floor, The Rosen Law Firm P.A. (New York), NY 10016(212) 686-1060 (212) 202-3827 · "," S.D. New York"," 15-CV-05955"," Hon. Katherine Polk Failla",2016-04-28,2014-07-24,2016-03-29,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5042,NULL," American Express Company 
								  
",Dismissed,2015-07-30,2017-11-28,NULL," Financial"," Consumer Financial Services"," AXP"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-05999"," Hon. Paul G. Gardephe",2015-07-30,2014-10-16,2015-02-11,Error," S.D. New York"," 15-CV-05999"," Hon. Paul G. Gardephe",2016-01-19,2014-09-17,2015-02-11,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5043,NULL," Helix Energy Solutions Group, Inc. 
								  
",Dismissed,2015-07-31,2017-05-01,NULL," Energy"," Oil & Gas Operations"," HLX"," Public (Listed)"," United States"," New York SE"," S.D. Texas"," 15-CV-02213"," Hon. Lee H Rosenthal",2015-07-31,2014-10-21,2015-07-21,"Levi & Korsinsky, LLP30 Broad Street, 15 1h Floor, Levi & Korsinsky, LLP, NY 10004212.363.7500 212.363-7171 · "," S.D. Texas"," 15-CV-02213"," Hon. Lee H Rosenthal",2016-03-14,2014-10-21,2015-07-21,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5044,NULL," Investment Technology Group, Inc. 
								  
",Settled,2015-08-05,2018-11-05,NULL," Financial"," Investment Services"," ITG"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-05921"," Hon. Dale S. Fischer",2015-08-05,2011-02-28,2015-07-29,"The Rosen Law Firm, P.A. (New Los Angeles)355 South Grand Ave, Suite 2450, The Rosen Law Firm, P.A. (New Los Angeles), CA 90071(213) 785-2610 (213) 226-4684 · "," S.D. New York"," 15-CV-06369"," Hon. Dale S. Fischer",2015-12-14,2011-02-28,2015-08-03,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5045,NULL," On Deck Capital, Inc. 
								  
",Dismissed,2015-08-04,2016-09-28,NULL," Financial"," Misc. Financial Services"," ONDK"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-06126"," Hon. Analisa Torres",2015-08-04,2014-12-16,2015-08-04,"Pomerantz LLP (New York)600 Third Avenue, Pomerantz LLP (New York), NY 10016212.661.1100 212.661.8665 · info@pomerantzlaw.com/"," S.D. New York"," 15-CV-06126"," Hon. Analisa Torres",2016-03-18,2014-12-16,2015-08-04,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5046,NULL," Constant Contact, Inc. 
								  
",Settled,2015-08-07,2018-05-18,NULL," Services"," Advertising"," CTCT"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 15-CV-13114"," ",2015-08-07,2014-10-23,2015-07-23,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," D. Massachusetts"," 15-CV-13114"," ",2016-12-19,2014-07-25,2015-07-23,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5047,NULL," Whole Foods Market, Inc. 
								  
",Dismissed,2015-08-06,2018-10-25,NULL," Services"," Retail (Grocery)"," WFM"," Public (Listed)"," United States"," NASDAQ"," W.D. Texas"," 15-CV-00681"," Hon. Lee Yeakel",2015-08-06,2013-08-09,2015-07-30,"Abraham, Watkins, Nichols, Sorrels, Agosto & Friend800 Commerce Street, Abraham, Watkins, Nichols, Sorrels, Agosto & Friend, TX 77002713-222-7211 713-225-0827 · "," W.D. Texas"," 15-CV-00681"," Hon. Lee Yeakel",2016-09-19,2013-07-31,2015-07-29,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5048,NULL," Abengoa, S.A. 
								  
",Ongoing,2015-08-10,2018-05-10,NULL," "," "," ABGB"," Public (Listed)"," Spain"," NASDAQ"," S.D. New York"," 15-CV-06279"," Hon. Edgardo Ramos",2015-08-10,2014-11-12,2015-08-02,"Levi & Korsinsky, LLP30 Broad Street, 15 1h Floor, Levi & Korsinsky, LLP, NY 10004212.363.7500 212.363-7171 · "," S.D. New York"," 15-CV-06279"," Hon. Edgardo Ramos",2016-08-02,2013-10-17,2015-08-03,2015,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5049,NULL," Plains All American Pipeline, L.P. 
								  
",Dismissed,2015-08-14,2015-09-01,NULL," Energy"," Oil & Gas Operations"," PAA"," Public (Listed)"," United States"," New York SE"," C.D. California"," 15-CV-06210"," Hon. Manuel L. Real",2015-08-14,2013-02-27,2015-08-04,"Bernstein Litowitz Berger & Grossmann LLP (San Diego)12481 High Bluff Drive, Suite 300, Bernstein Litowitz Berger & Grossmann LLP (San Diego), CA 92130858.793.0070 858.793.0323 · blbg@blbglaw.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
5050,NULL," Trinet Group, Inc. 
								  
",Dismissed,2015-08-07,2018-01-22,NULL," Services"," Business Services"," TNET"," Public (Listed)"," United States"," New York SE"," N.D. California"," 15-CV-03625"," Hon. Beth Labson Freeman",2015-08-07,2014-05-05,2015-08-03,"Holzer & Holzer, LLC1117 Perimeter Center West, Suite E-107, Holzer & Holzer, LLC, GA 30338770.392.0090 770.392-0029 · mfistel@holzerlaw.com"," N.D. California"," 15-CV-03625"," Hon. Beth Labson Freeman",2017-03-03,2014-03-27,2016-02-29,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5051,NULL," AAC Holdings, Inc. 
								  
",Settled,2015-08-24,2018-06-11,NULL," Healthcare"," Healthcare Facilities"," AAC"," Public (Listed)"," United States"," New York SE"," M.D. Tennessee"," 15-CV-00923"," Hon. Todd J. Campbell",2015-08-24,2014-10-02,2015-08-03,"Block & Leviton LLP155 Federal Street, Suite 1303, Block & Leviton LLP, MA 02110(617) 398-5600 (617) 507-6020 · "," M.D. Tennessee"," 15-CV-00923"," Hon. Todd J. Campbell",2016-02-29,2014-10-02,2015-08-03,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5052,NULL," El Pollo Loco Holdings, Inc. 
								  
",Ongoing,2015-08-24,2018-07-09,NULL," Services"," Restaurants"," LOCO"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 15-CV-01343"," Hon. David O. Carter",2015-08-24,2015-05-15,2015-08-13,"Robbins Geller Rudman & Dowd LLP  (San Diego)655 West Broadway, Suite 1900, Robbins Geller Rudman & Dowd LLP  (San Diego), CA 92101619.231.1058 619.231.7423 · "," C.D. California"," 15-CV-01343"," Hon. David O. Carter",2017-04-17,2015-05-15,2015-08-13,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5053,NULL," Caesarstone Sdot-Yam, LTD. 
								  
",Settled,2015-08-25,2018-03-29,NULL," Capital Goods"," Construction - Raw Materials"," CSTE"," Public (Listed)"," Israel"," NASDAQ"," S.D. New York"," 15-CV-06726"," Hon. Jesse M. Furman",2015-08-25,2013-03-25,2015-08-18,"Pomerantz LLP (New York)600 Third Avenue, Pomerantz LLP (New York), NY 10016212.661.1100 212.661.8665 · info@pomerantzlaw.com/"," S.D. New York"," 15-CV-06726"," Hon. Jesse M. Furman",2016-01-15,2014-02-12,2015-08-18,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5054,NULL," Northwest Biotherapeutics, Inc. 
								  
",Dismissed,2015-08-26,2017-04-12,NULL," Healthcare"," Biotechnology & Drugs"," NWBO"," Public (Listed)"," United States"," NASDAQ"," D. Maryland"," 15-CV-02532"," Hon. George Jarrod Hazel",2015-08-26,2013-03-08,2015-08-20,"Cohen Milstein Sellers & Toll PLLC (Washington DC)1100 New York Avenue, N.W., Suite 500, West Tower, Cohen Milstein Sellers & Toll PLLC (Washington DC), DC 20005202.408.4600 202.408.4600 · "," D. Maryland"," 15-CV-02532"," Hon. George Jarrod Hazel",2016-02-12,2014-01-13,2015-08-21,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5055,NULL," The Spectranetics Corporation 
								  
",Dismissed,2015-08-27,2018-04-03,NULL," Healthcare"," Medical Equipment & Supplies"," SPNC"," Public (Listed)"," United States"," NASDAQ"," D. Colorado"," 15-CV-01857"," Hon. Kristen L. Mix",2015-08-27,2015-02-19,2015-07-23,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," D. Colorado"," 15-CV-01857"," Hon. Kristen L. Mix",2016-03-01,2014-02-27,2015-07-23,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5056,NULL," Pier 1 Imports Inc. 
								  
",Dismissed,2015-08-27,2018-07-25,NULL," Services"," Retail (Specialty)"," PIR"," Public (Listed)"," United States"," New York SE"," N.D. Texas"," 15-CV-02798"," Hon. Sidney A Fitzwater",2015-08-27,2013-12-19,2015-02-10,"Federman & Sherwood (Oklahoma City)10205 N. Pennsylvania, Federman & Sherwood (Oklahoma City), OK 73120405.235.1560 405.235.1560 · "," N.D. Texas"," 15-CV-03415"," Hon. Sidney A Fitzwater",2017-09-25,2014-04-10,2015-12-17,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5057,NULL," Maxpoint Interactive, Inc. 
								  
",Dismissed,2015-08-31,2017-02-13,NULL," Technology"," Software & Programming"," MXPT"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-06880"," Hon. Kimba M. Wood",2015-08-31,2015-03-06,2015-08-31,"Holzer Holzer & Fistel, LLC (Atlanta)200 Ashford Center North, Suite 300, Holzer Holzer & Fistel, LLC (Atlanta), GA 30338770.392.0090 770.392.0090 · "," S.D. New York"," 15-CV-06880"," Hon. Kimba M. Wood",2016-01-19,2015-03-06,2015-08-31,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
5058,NULL," Wayfair, Inc. 
								  
",Dismissed,2015-09-02,2016-05-25,NULL," Services"," Retail (Catalog & Mail Order)"," W"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-06941"," Hon. Thomas P. Griesa",2015-09-02,2014-10-02,2015-08-31,"The Rosen Law Firm P.A. (New York)275 Madison Avenue, 34th Floor, The Rosen Law Firm P.A. (New York), NY 10016(212) 686-1060 (212) 202-3827 · "," S.D. New York"," 15-CV-06941"," Hon. Thomas P. Griesa",2016-01-11,2014-10-02,2015-08-31,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5059,NULL," ConforMIS, Inc. 
								  
",Dismissed,2015-09-03,2016-08-03,NULL," Healthcare"," Medical Equipment & Supplies"," CFMS"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 15-CV-13295"," Hon. George A. OToole, Jr",2015-09-03,2015-07-01,2015-08-28,"Block & Leviton LLP155 Federal Street, Suite 1303, Block & Leviton LLP, MA 02110(617) 398-5600 (617) 507-6020 · "," D. Massachusetts"," 15-CV-13295"," Hon. George A. OToole, Jr",2016-01-11,2015-07-01,2015-08-28,2015,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5060,NULL," Super Micro Computer, Inc. 
								  
",Dismissed,2015-09-04,2018-11-01,NULL," Technology"," Communications Equipment"," SMCI"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-04049"," Hon. Edward J. Davila",2015-09-04,2014-09-15,2015-08-31,"Pomerantz LLP (New York)600 Third Avenue, Pomerantz LLP (New York), NY 10016212.661.1100 212.661.8665 · info@pomerantzlaw.com/"," N.D. California"," 15-CV-04049"," Hon. Edward J. Davila",2017-12-01,2014-09-15,2015-11-16,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5061,NULL," Resource Capital Corp. 
								  
",Settled,2015-09-09,2018-08-03,NULL," Financial"," Investment Services"," RSO"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-07081"," Hon. Louis L. Stanton",2015-09-09,2015-03-02,2015-08-04,"Levi & Korsinsky, LLP30 Broad Street, 15 1h Floor, Levi & Korsinsky, LLP, NY 10004212.363.7500 212.363-7171 · "," S.D. New York"," 15-CV-07081"," Hon. Louis L. Stanton",2017-06-01,2012-10-31,2015-08-05,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5062,NULL," Cellceutix Corporation 
								  
",Dismissed,2015-09-11,2016-06-08,NULL," Healthcare"," Biotechnology & Drugs"," CTIX"," Public (Listed)"," United States"," Pink Sheets"," S.D. New York"," 15-CV-07194"," ",2015-09-11,2013-05-10,2015-08-06,"The Rosen Law Firm P.A. (New York)275 Madison Avenue, 34th Floor, The Rosen Law Firm P.A. (New York), NY 10016(212) 686-1060 (212) 202-3827 · "," S.D. New York"," 15-CV-07194"," ",2016-01-11,2013-05-10,2015-09-11,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5063,NULL," Fiat Chrysler Automobiles N.V. 
								  
",Ongoing,2015-09-11,2018-06-26,NULL," Consumer Cyclical"," Auto & Truck Manufacturers"," FCAU"," Public (Listed)"," United Kingdom"," New York SE"," S.D. New York"," 15-CV-07199"," ",2015-09-11,2014-08-01,2015-07-24,"Pomerantz LLP (New York)600 Third Avenue, Pomerantz LLP (New York), NY 10016212.661.1100 212.661.8665 · info@pomerantzlaw.com/"," S.D. New York"," 15-CV-07199"," ",2017-08-24,2014-10-13,2017-05-22,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5064,NULL," Marvell Technology Group, Ltd. 
								  
",Settled,2015-09-11,2018-05-11,NULL," Technology"," Semiconductors"," MRVL"," Public (Listed)"," Bermuda"," NASDAQ"," N.D. California"," 15-CV-07214"," ",2015-09-11,2014-11-20,2015-09-10,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," N.D. California"," 15-CV-05447"," ",2016-11-28,2014-11-20,2015-12-07,2015,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5065,NULL," AGL Resources, Inc. 
								  
",Dismissed,2015-09-17,2016-01-05,NULL," Utilities"," Natural Gas Utilities"," GAS"," Public (Listed)"," United States"," New York SE"," N.D. Georgia"," 15-CV-03265"," Hon. William S. Duffey, Jr",2015-09-17,2015-08-23,2015-09-17,"Law Offices of David A. Bain, LLC1230 Peachtree St., NE, Law Offices of David A. Bain, LLC, GA404-724-9990 404-724-9986 · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5066,NULL," Volkswagen AG 
								  
",Ongoing,2015-09-25,2018-02-16,NULL," Consumer Cyclical"," Auto & Truck Manufacturers"," VLKAY"," Public (Listed)"," Germany"," OTC-BB"," N.D. California"," 15-CV-01228",None,2015-09-25,2010-11-19,2015-09-21,"Craig C. Reilly, Esq.111 Oronoco Street, Craig C. Reilly, Esq., VA 22314703.549.5354 703.549.5354 · "," N.D. California"," 15-CV-06026",No_judge_found,2015-12-28,2010-11-19,2015-09-21,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5067,NULL," Liquid Holdings Group, Inc. 
								  
",Ongoing,2015-09-21,2018-05-11,NULL," Technology"," Software & Programming"," LIQD"," Public (Listed)"," United States"," NASDAQ"," D. New Jersey"," 15-CV-06969"," Hon. Kevin McNulty",2015-09-21,2013-07-26,2014-12-23,"Carella, Byrne, Cecchi, Olstein, Brody & Agnello, P.C.5 Becker Farm Road , Carella, Byrne, Cecchi, Olstein, Brody & Agnello, P.C., NJ 07068(973) 994-1700  (973) 994-1744  · "," D. New Jersey"," 15-CV-06969"," Hon. Kevin McNulty",2018-05-11,2013-07-26,2015-09-24,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5068,NULL," Shiloh Industries, Inc. 
								  
",Dismissed,2015-09-21,2018-09-20,NULL," Basic Materials"," Misc. Fabricated Products"," SHLO"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 15-CV-07449"," Hon. Kimba M. Wood",2015-09-21,2015-03-09,2015-09-14,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," S.D. New York"," 15-CV-07449"," Hon. Kimba M. Wood",2017-08-04,2014-01-12,2015-09-14,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5069,NULL," QLogic Corporation 
								  
",Dismissed,2015-09-28,2016-03-07,NULL," Technology"," Semiconductors"," QLGC"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 15-CV-07617"," ",2015-09-28,2015-04-30,2015-07-30,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5070,NULL," Globus Medical, Inc. 
								  
",Dismissed,2015-09-29,2017-09-28,NULL," Healthcare"," Medical Equipment & Supplies"," GMED"," Public (Listed)"," United States"," New York SE"," E.D. Pennsylvania"," 15-CV-05386"," Hon. Wendy Beetlestone",2015-09-29,2014-02-26,2014-08-05,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," E.D. Pennsylvania"," 15-CV-05386"," Hon. Wendy Beetlestone",2016-02-19,2014-02-26,2014-08-05,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5071,NULL," Fifth Street Finance Corp. 
								  
",Settled,2015-10-01,2018-10-22,NULL," Financial"," Investment Services"," FSC"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 15-CV-07759"," Hon. Lewis A. Kaplan",2015-10-01,2014-07-07,2015-02-06,"Robbins Geller Rudman & Dowd LLP (Melville)58 South Service Road, Suite 200, Robbins Geller Rudman & Dowd LLP (Melville), NY 11747631.367.7100 631.367.1173 · "," S.D. New York"," 15-CV-07759"," Hon. Lewis A. Kaplan",2016-04-01,2014-07-07,2015-02-06,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5072,NULL," USA Technologies, Inc.  
								  
",Dismissed,2015-10-01,2017-09-21,NULL," Technology"," Software & Programming"," USAT"," Public (Listed)"," United States"," NASDAQ"," E.D. Pennsylvania"," 15-CV-05427"," Hon. Mark A. Kearney",2015-10-01,2014-09-29,2015-09-29,"Pomerantz LLP (New York)600 Third Avenue, Pomerantz LLP (New York), NY 10016212.661.1100 212.661.8665 · info@pomerantzlaw.com/"," E.D. Pennsylvania"," 15-CV-05427"," Hon. Mark A. Kearney",2016-01-19,2014-11-14,2015-09-30,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5073,NULL," Akebia Therapeutics, Inc. 
								  
",NULL,2015-10-05,2016-04-29,NULL," Healthcare"," Biotechnology & Drugs"," AKBA"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 15-CV-13501"," Hon. Patti B. Saris",2015-10-05,2014-03-20,2015-09-03,"Block & Leviton LLP155 Federal Street, Suite 1303, Block & Leviton LLP, MA 02110(617) 398-5600 (617) 507-6020 · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
