page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading,Sexual_Misconduct
2756,NULL," Tower Automotive, Inc. 
								  
",Settled,2005-02-04,2009-05-29,NULL," Basic Materials"," Misc. Fabricated Products"," TWR"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 05-CV-01926"," Robert W.",2005-02-04,2003-02-14,2005-01-21,"Brian Felgoise230 South Broad Street, Suite 404 , Brian Felgoise, PA 19102215.735.6810 215/735.5185. · "," S.D. New York"," 05-CV-01926"," Hon. Robert W. Sweet",2005-09-30,2000-12-21,2005-02-01,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
2757,NULL," Morgan Stanley DW, Inc. 
								  
",Dismissed,2005-01-20,2005-05-05,NULL," Financial"," Investment Services"," "," Privately Held"," United States"," Privately Traded"," S.D. California"," 05-CV-00111"," John A. H",2005-01-20,1990-01-01,2005-01-20,"Barrack, Rodos & Bacine (San Diego - former)402 West Broadway , Barrack, Rodos & Bacine (San Diego - former), CA 92101619.230.0800 619.230.1874 · info@barrack.com"," S.D. California"," 05-CV-00111"," Hon. John A. Houston",2005-01-21,1990-01-01,2005-01-20,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
2758,NULL," First Command Financial Planning, Inc. 
								  
",Settled,2005-01-31,2009-03-30,NULL," Financial"," Investment Services"," "," Privately Held"," United States"," Privately Traded"," S.D. California"," 05-CV-0179"," Irma E Go",2005-01-31,1999-01-04,2004-12-15,"Blumenthal & Markham2255 Calle Clara, Blumenthal & Markham, CA 92037858.551.1223 858.551.1232 · bam@bamlawlj.com"," S.D. California"," 05-CV-0179"," Hon. Irma E Gonzalez",2007-08-13,2000-01-31,2004-12-15,2005,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2759,NULL," Hypercom Corporation 
								  
",Dismissed,2005-02-08,2006-07-06,NULL," Technology"," Computer Peripherals"," HYC"," Public (Listed)"," United States"," New York SE"," D. Arizona"," 05-CV-00455"," Neil V. W",2005-02-08,2004-04-30,2005-02-03,"Baron & Budd, P.C. (Dallas)3102 Oak Lawn Avenue, Suite 1100, Baron & Budd, P.C. (Dallas), TX 75219800-946-9646  · info@baronbudd.com"," D. Arizona"," 05-CV-00455"," Hon. Neil V. Wake",2006-02-23,2004-04-30,2005-02-03,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2760,NULL," Merrill Lynch & Co., Inc. 
								  
",Dismissed,2005-01-21,2005-03-18,NULL," Financial"," Investment Services"," "," Privately Held"," United States"," Privately Traded"," S.D. California"," 05-CV-00125"," John A. H",2005-01-21,1990-01-01,2005-01-21,"Barrack, Rodos & Bacine (Main office, Philadelphia)Two Commerce Square, 2001 Market Street, Suite 3300 , Barrack, Rodos & Bacine (Main office, Philadelphia), PA 19103215.963.0600 215.963.0838 · info@barrack.com"," S.D. California"," 05-CV-00125"," Hon. John A. Houston",2005-01-27,1990-01-01,2005-01-21,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
2761,NULL," Dynex Capital, Inc. 
								  
",Settled,2005-02-07,2013-04-30,NULL," Services"," Real Estate Operations"," "," Public (Listed)"," United States"," New York SE"," S.D. New York"," 05-CV-1897 "," Harold Ba",2005-02-07,1999-08-11,2004-05-11,"Schoengold & Sporn PC (New York)233 Broadway 39Th Floor, Schoengold & Sporn PC (New York), NY 10279212.964.0046  · "," S.D. New York"," 05-CV-01897"," Hon. Harold Baer",2008-08-06,2000-02-07,2004-05-13,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2762,NULL," Bombardier, Inc. 
								  
",Dismissed,2005-02-07,2006-08-02,NULL," Capital Goods"," Aerospace & Defense"," BBDSVB.TO"," Public (Listed)"," Canada"," Toronto Stock Exchange"," S.D. New York"," 05-CV-1898"," Shira A. ",2005-02-07,2000-01-27,2003-05-06,"Schoengold & Sporn PC (New York)233 Broadway 39Th Floor, Schoengold & Sporn PC (New York), NY 10279212.964.0046  · "," S.D. New York"," 05-CV-1898"," Hon. Shira A. Scheindlin",2005-04-19,2000-02-07,2005-02-07,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
2763,NULL," Linsco/Private Ledger Corporation 
								  
",Dismissed,2005-01-26,2005-04-22,NULL," Financial"," Investment Services"," "," Privately Held"," United States"," Privately Traded"," S.D. California"," 05-CV-00159"," Jeffrey T",2005-01-26,1990-01-01,2005-01-26,"Finkelstein & Krinsk LLP501 West Broadway, Suit 1250, Finkelstein & Krinsk LLP, CA 92101877.493.5366 619.238.5425 · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
2764,NULL," Lincoln National Corporation and its affiliates, Lincoln Life, The Hartford, John Hancock, Manulife, GE Life and Annuity Assurance Company (GE) and Nationwide 
								  
",Dismissed,2005-02-04,2005-04-26,NULL," Financial"," Investment Services"," "," "," United States"," "," S.D. California"," 05-CV-00220"," John A. H",2005-02-04,1990-01-01,2005-02-03,"Barrack, Rodos & Bacine (San Diego - former)402 West Broadway , Barrack, Rodos & Bacine (San Diego - former), CA 92101619.230.0800 619.230.1874 · info@barrack.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
2765,NULL," Veeco Instruments, Inc. 
								  
",Settled,2005-02-15,2007-08-22,NULL," Technology"," Semiconductors"," VECO"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 05-CV-02189"," Colleen M",2005-02-15,2003-11-03,2005-02-10,"Abbey Gardy, LLP (New York)212 East 39th Street, Abbey Gardy, LLP (New York), NY 10016212.889.3700  · info@abbeygardy.com"," S.D. New York"," "," Hon. Colleen McMahon",2005-11-09,2003-11-03,2005-02-10,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2766,NULL," SINA Corporation 
								  
",Dismissed,2005-02-15,2006-09-28,NULL," Technology"," Computer Services"," SINA"," Public (Listed)"," China"," NASDAQ"," S.D. New York"," 05-CV-02154"," Kimba M. ",2005-02-15,2004-10-26,2005-02-07,"Brodsky & Smith, LLC (former Pennysylvania)11 Bala Avenue, Suite 39, Brodsky & Smith, LLC (former Pennysylvania), PA 19004610.668.7987 610.660.0450 · esmith@Brodsky-Smith.com"," S.D. New York"," 05-CV-02154"," Hon. Kimba M. Wood",2005-09-15,2004-10-26,2005-02-07,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2767,NULL," Inspire Pharmaceuticals, Inc. 
								  
",Dismissed,2005-02-15,2007-07-26,NULL," Healthcare"," Biotechnology & Drugs"," ISPH"," Public (Listed)"," United States"," NASDAQ"," M.D. North Carolina"," 05-CV-00118"," Russell A",2005-02-15,2004-06-02,2005-02-08,"Abraham, Fruchter & Twersky (New York, One Pennsylvania Plaza)One Pennsylvania Plaza, Suite 1910, Abraham, Fruchter & Twersky (New York, One Pennsylvania Plaza), NY 10119212.279.5050 212.279.3655 · JFruchter@FruchterTwersky.com"," M.D. North Carolina"," 06-CV-00201"," Hon. Russell A. Eliason",2006-03-27,2004-05-10,2005-02-08,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL
2768,NULL," Axonyx Inc. 
								  
",Dismissed,2005-02-15,2009-03-31,NULL," Healthcare"," Biotechnology & Drugs"," AXYX"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 05-CV-02126"," Kenneth M",2005-02-15,2003-06-26,2005-02-04,"Schiffrin & Barroway LLP3 Bala Plaza E, Schiffrin & Barroway LLP, PA 19004610.667.7706 610.667.7056 · info@sbclasslaw.com"," S.D. New York"," 05-CV-02307"," Hon. Kenneth M. Karas",2006-04-10,2003-06-26,2005-02-04,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
2769,NULL," eSpeed, Inc. 
								  
",Dismissed,2005-02-15,2006-05-11,NULL," Financial"," Consumer Financial Services"," ESPD"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 05-CV-2091"," Shira A. ",2005-02-15,2003-08-12,2004-07-01,"Law Office of Christopher J. Gray, P.C.60 Park Avenue, 21st Floor, Law Office of Christopher J. Gray, P.C., NY 10022212.838.3221  · gray@cjgraylaw.com"," S.D. New York"," 05-CV-2091"," Hon. Shira A. Scheindlin",2005-09-27,2002-11-20,2004-07-01,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2771,NULL," Morgan Stanley & Co., Inc. 
								  
",Dismissed,2003-07-18,2006-02-23,NULL," Financial"," Investment Services"," MWD"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 03-CV-849"," Richard J",2003-07-18,1999-07-01,2002-05-06,"Kirby McInerney & Squire LLP830 Third Avenue 10th Floor, Kirby McInerney & Squire LLP, NY 10022212.317.2300  · "," S.D. New York"," 03-CV-8761"," Hon. Richard J. Holwell",2004-01-28,1999-07-01,2002-04-10,2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
2772,NULL," Mamma.com Inc. 
								  
",Settled,2005-02-22,2007-07-13,NULL," Technology"," Software & Programming"," MAMA"," Public (Listed)"," Canada"," NASDAQ"," S.D. New York"," 05-CV-02313"," Harold Ba",2005-02-22,2004-05-12,2005-02-16,"Law Offices of Charles J. Piven, P.A.World Trade Center-Baltimore,401 East Pratt Suite 2525, Law Offices of Charles J. Piven, P.A., MD 21202410.332.0030  · pivenlaw@erols.com"," S.D. New York"," 05-CV-02313"," Hon. Harold Baer",2005-07-29,2004-03-02,2005-02-16,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2773,NULL," Audible, Inc. 
								  
",Dismissed,2005-02-22,2007-03-30,NULL," Technology"," Computer Services"," ADBL"," Public (Listed)"," United States"," NASDAQ"," D. New Jersey"," 05-CV-01027"," Joseph A.",2005-02-22,2004-11-02,2005-02-15,"Faruqi & Faruqi LLP (New York) (former)320 East 39th Street, Faruqi & Faruqi LLP (New York) (former), NY 10016212.983.9330 212.983.9331 · Nfaruqi@faruqilaw.com"," D. New Jersey"," 05-CV-01027"," Hon. Joseph A. Greenaway, Jr.",2006-02-14,2004-11-02,2005-02-15,2005,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL
2774,NULL," Fox Entertainment Group, Inc. 
								  
",Settled,2005-02-08,2005-04-13,NULL," Services"," Broadcasting & Cable TV"," FOX"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 05-CV-01942"," Louis L. ",2005-02-08,2005-01-10,2005-01-24,"Law Offices of Bruce G. Murphy265 Llwyds Lane, Law Offices of Bruce G. Murphy, FL 32963561.231.4202  · "," S.D. New York"," 05-CV-01942"," Hon. Louis L. Stanton",2005-02-24,2005-01-10,2005-01-24,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL
2775,NULL," Visteon Corporation 
								  
",Dismissed,2005-02-25,2006-09-01,NULL," Consumer Cyclical"," Auto & Truck Parts"," VC"," Public (Listed)"," United States"," New York SE"," E.D. Michigan"," 05-CV-70737"," Robert H.",2005-02-25,2004-01-23,2005-01-31,"Brodsky & Smith, LLC (former Pennysylvania)11 Bala Avenue, Suite 39, Brodsky & Smith, LLC (former Pennysylvania), PA 19004610.668.7987 610.660.0450 · esmith@Brodsky-Smith.com"," E.D. Michigan"," 05-CV-70737"," Hon. Robert H. Cleland",2005-09-19,2000-06-28,2005-01-31,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2776,NULL," Advanced Neuromodulation Systems, Inc. 
								  
",Settled,2005-03-01,2007-03-21,NULL," Healthcare"," Medical Equipment & Supplies"," ANSI"," Public (Listed)"," United States"," NASDAQ"," E.D. Texas"," 05-CV-00078"," Don D. Bu",2005-03-01,2003-04-24,2005-02-16,"Baron & Budd, P.C. (Dallas)3102 Oak Lawn Avenue, Suite 1100, Baron & Budd, P.C. (Dallas), TX 75219800-946-9646  · info@baronbudd.com"," E.D. Texas"," 05-CV-00078"," Hon. Don D. Bush",2005-09-28,2003-04-24,2005-02-16,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
2777,NULL," Zomax, Inc. 
								  
",Settled,2004-03-09,2005-09-06,NULL," Technology"," Computer Services"," ZOMX"," Public (Listed)"," United States"," NASDAQ"," D. Minnesota"," 04-CV-01155"," Donovan W",2004-03-09,2000-06-06,2000-09-21,"Schiffrin & Barroway LLP3 Bala Plaza E, Schiffrin & Barroway LLP, PA 19004610.667.7706 610.667.7056 · info@sbclasslaw.com"," D. Minnesota"," 04-CV-01155"," Hon. Donovan W. Frank",2004-08-13,2000-05-25,2002-10-18,2004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2778,NULL," Leadis Technology, Inc. 
								  
",Settled,2005-03-02,2009-06-19,NULL," Technology"," Semiconductors"," LDIS"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 05-CV-00882"," Charles R",2005-03-02,2004-06-16,2004-10-22,"Abraham, Fruchter & Twersky (New York, One Pennsylvania Plaza)One Pennsylvania Plaza, Suite 1910, Abraham, Fruchter & Twersky (New York, One Pennsylvania Plaza), NY 10119212.279.5050 212.279.3655 · JFruchter@FruchterTwersky.com"," N.D. California"," 05-CV-00882"," Hon. Charles R. Breyer",2005-08-08,2004-06-16,2004-10-22,2005,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL
2779,NULL," Molex Incorporated 
								  
",Settled,2005-03-02,2007-03-05,NULL," Technology"," Electronic Instruments & Controls"," MOLX"," Public (Listed)"," United States"," NASDAQ"," N.D. Illinois"," 05-CV-01245"," Ruben Cas",2005-03-02,2004-07-27,2005-02-14,"Baron & Budd, P.C. (Dallas)3102 Oak Lawn Avenue, Suite 1100, Baron & Budd, P.C. (Dallas), TX 75219800-946-9646  · info@baronbudd.com"," N.D. Illinois"," 05-CV-01245"," Hon. Ruben Castillo",2005-09-02,2004-07-27,2005-02-14,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
2780,NULL," Bradley Pharmaceuticals, Inc. 
								  
",Settled,2005-03-02,2010-11-15,NULL," Healthcare"," Biotechnology & Drugs"," BDY"," Public (Listed)"," United States"," New York SE"," D. New Jersey"," 05-CV-01219"," Patty Shw",2005-03-02,2004-04-29,2005-02-25,"Abbey Gardy, LLP (New York)212 East 39th Street, Abbey Gardy, LLP (New York), NY 10016212.889.3700  · info@abbeygardy.com"," D. New Jersey"," 05-CV-01219"," Hon. Patty Shwartz",2005-06-20,2004-10-28,2005-02-25,2005,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2781,NULL," Biogen Idec, Inc. 
								  
",Dismissed,2005-03-02,2007-09-14,NULL," Healthcare"," Biotechnology & Drugs"," BIIB"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 05-CV-10400"," Reginald ",2005-03-02,2004-02-18,2005-02-25,"Brodsky & Smith, LLC (former Pennysylvania)11 Bala Avenue, Suite 39, Brodsky & Smith, LLC (former Pennysylvania), PA 19004610.668.7987 610.660.0450 · esmith@Brodsky-Smith.com"," D. Massachusetts"," 05-CV-10400"," Hon. Reginald C. Lindsay",2006-10-13,2004-02-18,2005-02-28,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2782,NULL," Elan Corporation, Plc 
								  
",Dismissed,2005-03-04,2008-03-31,NULL," Healthcare"," Biotechnology & Drugs"," ELN"," Public (Listed)"," Ireland"," New York SE"," S.D. New York"," 05-CV-10413"," Joseph L.",2005-03-04,2004-02-18,2005-02-25,"Johnson & Perkinson1690 Williston Road, Johnson & Perkinson, VT 05403802.862.0030 802.862.0060 · JPLAW@adelphia.net"," S.D. New York"," 05-CV-02860"," Hon. Joseph L. Tauro",2007-02-16,2004-02-18,2005-02-28,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2784,NULL," ChoicePoint Inc. 
								  
",Settled,2005-03-04,2008-07-21,NULL," Services"," Business Services"," CPS"," Public (Listed)"," United States"," New York SE"," N.D. Georgia"," 05-CV-01644"," George P.",2005-03-04,2004-04-22,2005-03-03,"Abbey Gardy, LLP (New York)212 East 39th Street, Abbey Gardy, LLP (New York), NY 10016212.889.3700  · info@abbeygardy.com"," N.D. Georgia"," 05-CV-00686"," Hon. George P. Schiavelli",2006-01-13,2004-03-12,2005-03-04,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
2786,NULL," Finova Capital Corporation ",Settled,2003-11-14,2007-01-26,NULL," Financial"," Consumer Financial Services"," FNVG.OB"," Public (Listed)"," United States"," NASDAQ"," D. South Carolina"," 03-CV-03604"," G. Ross A",2003-11-14,2003-11-14,2003-11-14,"Bagnell & Eason Law Firm LLCPO Box 11852, Bagnell & Eason Law Firm LLC, SC 29211-1852803.748.1333 803.748.1300 · info@bagnellandeason.com"," D. South Carolina"," 04-CV-02612"," Hon. G. Ross Anderson, Jr.",2004-07-28,1900-01-01,1900-01-01,2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2787,NULL," Viacom International, Inc. 
								  
",Dismissed,2002-11-26,2005-09-28,NULL," Services"," Broadcasting & Cable TV"," "," Unknown"," United States"," Undetermined"," D. Oregon"," 02-CV-1598"," Garr M. K",2002-11-26,1986-01-01,2002-08-01,"Law Office of Helen T. Dziuba, PC207 Evergreen Road , Law Office of Helen T. Dziuba, PC, OR 97034503.534.5020 503.534.8906 · htdzi@aol.com"," D. Oregon"," 02-CV-1598"," Hon. Garr M. King",2003-04-03,1986-01-01,2002-08-01,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
2788,NULL," Viisage Technology, Inc. 
								  
",Settled,2005-03-08,2007-08-02,NULL," Technology"," Computer Networks"," VISG"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 05-CV-10438"," Mark L. W",2005-03-08,2004-10-25,2005-03-02,"Baron & Budd, P.C. (Dallas)3102 Oak Lawn Avenue, Suite 1100, Baron & Budd, P.C. (Dallas), TX 75219800-946-9646  · info@baronbudd.com"," D. Massachusetts"," 05-CV-10438"," Hon. Mark L. Wolf",2006-02-27,2004-05-12,2005-03-02,2005,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
2789,NULL," Delphi Corporation 
								  
",Settled,2005-03-07,2012-01-26,NULL," Consumer Cyclical"," Auto & Truck Parts"," DPH"," Public (Listed)"," United States"," New York SE"," E.D. Michigan"," 05-CV-02637"," Naomi Rei",2005-03-07,2001-01-17,2005-03-03,"Abbey Gardy, LLP (New York)212 East 39th Street, Abbey Gardy, LLP (New York), NY 10016212.889.3700  · info@abbeygardy.com"," E.D. Michigan"," 05-MD-01725"," Hon. Naomi Reice Buchwal",2005-09-30,2000-03-07,2005-03-03,2005,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1,1,1,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL
2790,NULL," iMergent, Inc. 
								  
",Settled,2005-03-08,2012-12-13,NULL," Technology"," Computer Services"," IIG"," Public (Listed)"," United States"," American SE"," D. Utah"," 05-CV-00204"," Dee Benso",2005-03-08,2004-11-30,2005-02-25,"Alfred G. Yates, Jr. Law Firm429 Forbes Avenue, 519 Allegheny Building, Alfred G. Yates, Jr. Law Firm, PA 15219412.391.5164  · "," D. Utah"," 05-CV-00204"," Hon. Dee Benson",2005-11-23,2001-11-20,2005-10-24,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2791,NULL," Cell Therapeutics, Inc. 
								  
",Dismissed,2005-03-10,2006-06-08,NULL," Healthcare"," Biotechnology & Drugs"," CTIC"," Public (Listed)"," United States"," NASDAQ"," W.D. Washington"," 05-CV-00396"," Ricardo M",2005-03-10,2004-06-07,2005-03-04,"Chitwood & Harley LLP (Atlanta)7945 East Paces Ferry Road, 1400 Resurgens Plaza, Chitwood & Harley LLP (Atlanta), GA 30326404.266.1650  · info@chitwoodlaw.com"," W.D. Washington"," 05-CV-00396"," Hon. Ricardo Martinez",2005-11-07,2003-11-14,2005-03-07,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2792,NULL," EchoStar Communications Corporation 
								  
",Dismissed,2005-03-11,2005-03-14,NULL," Services"," Broadcasting & Cable TV"," DISH"," Public (Listed)"," United States"," NASDAQ"," D. Colorado"," 05-CV-00448"," Richard P",2005-03-11,2004-08-10,2005-03-09,"Brodsky & Smith, LLC (former Pennysylvania)11 Bala Avenue, Suite 39, Brodsky & Smith, LLC (former Pennysylvania), PA 19004610.668.7987 610.660.0450 · esmith@Brodsky-Smith.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,2005,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
2793,NULL," Applied Signal Technology, Inc. 
								  
",Settled,2005-03-11,2009-08-03,NULL," Technology"," Communications Equipment"," APSG"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 05-CV-01027"," Saundra B",2005-03-11,2004-05-25,2005-02-22,"Green Welling LLP (San Francisco)235 Pine Street, 15th Floor, Green Welling LLP (San Francisco), CA 94104415.477.6700 415.477.6710 · gw@classcounsel.com"," N.D. California"," 05-CV-01027"," Hon. Saundra Brown Armstrong",2005-08-12,2004-08-24,2005-02-22,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
