page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading
4858,NULL," CTPartners Executive Search Inc. 
								  
",Dismissed,2015-02-27,2016-03-30,NULL," Services"," Business Services"," CTP"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-01476"," Hon. Paul",2015-02-27,2014-02-26,2015-01-28,"Law Office of Marc S. Henzel  · "," S.D. New York"," 15-CV-01476"," Hon. Paul A. Engelmayer",2015-06-15,2014-02-26,2015-01-28,2015,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4859,NULL," International Business Machines Corporation 
								  
",Dismissed,2015-03-02,2016-09-07,NULL," Technology"," Computer Services"," IBM"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-01513"," Hon. Will",2015-03-02,2014-04-17,2014-10-17,"Labaton Sucharow LLP140 Broadway, Labaton Sucharow LLP, NY 10005212.907.0700 212.818.0477 · info@labaton.com"," S.D. New York"," 15-CV-02492"," Hon. William H. Pauley, III",2015-08-03,2014-01-22,2014-10-17,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4860,NULL," Akorn, Inc. 
								  
",Settled,2015-03-04,2018-06-05,NULL," Healthcare"," Major Drugs"," AKRX"," Public (Listed)"," United States"," NASDAQ"," N.D. Illinois"," 15-CV-01944"," Hon. Gary",2015-03-04,2014-04-17,2015-03-02,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," N.D. Illinois"," 15-CV-01944"," Hon. Gary Feinerman",2016-07-05,2014-05-06,2015-04-24,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4861,NULL," Appliance Recycling Centers of America, Inc. 
								  
",Dismissed,2015-03-06,2016-10-21,NULL," Services"," Retail (Technology)"," ARCI"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 15-CV-01654"," Hon. John",2015-03-06,2012-03-15,2015-02-11,"The Rosen Law Firm, P.A. (New Los Angeles)355 South Grand Ave, Suite 2450, The Rosen Law Firm, P.A. (New Los Angeles), CA 90071(213) 785-2610 (213) 226-4684 · "," C.D. California"," 15-CV-01654"," Hon. John A. Kronstadt",2015-12-15,2012-03-15,2015-02-11,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4862,NULL," Orexigen Therapeutics, Inc. 
								  
",Dismissed,2015-03-10,2018-09-10,NULL," Healthcare"," Biotechnology & Drugs"," OREX"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 15-CV-00540"," Hon. M. J",2015-03-10,2015-03-03,2015-03-05,"Barrack, Rodos & Bacine (San Diego)600 West Broadway, Suite 900, Barrack, Rodos & Bacine (San Diego), CA 92101619.230.0800 619.230.0800 · "," S.D. California"," 15-CV-00540"," Hon. M. James Lorenz",2015-08-20,2015-03-03,2015-05-12,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4863,NULL," ACADIA Pharmaceuticals Inc. 
								  
",Settled,2015-03-13,2018-01-22,NULL," Healthcare"," Biotechnology & Drugs"," ACAD"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 15-CV-00575"," Hon. Barr",2015-03-13,2015-02-26,2015-03-11,"Faruqi & Faruqi LLP (New York)685 3rd Avenue 26th Floor, Faruqi & Faruqi LLP (New York), NY212..983.9330 212..983.9331 · "," S.D. California"," 15-CV-00575"," Hon. Barry Ted Moskowitz",2015-11-16,2014-11-10,2015-03-11,2015,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4864,NULL," Lentuo International, Inc. 
								  
",Settled,2015-03-13,2017-09-26,NULL," Services"," Retail & Repair (Automotive)"," LAS"," Public (Listed)"," China"," New York SE"," C.D. California"," 15-CV-01862"," Hon. Mich",2015-03-13,2013-06-14,2015-03-09,"The Rosen Law Firm, P.A. (New Los Angeles)355 South Grand Ave, Suite 2450, The Rosen Law Firm, P.A. (New Los Angeles), CA 90071(213) 785-2610 (213) 226-4684 · "," C.D. California"," 15-CV-01862"," Hon. Michael W. Fitzgerald",2016-01-25,2014-05-15,2015-03-09,2015,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4865,NULL," Inogen, Inc. 
								  
",Dismissed,2015-03-13,2015-06-29,NULL," Healthcare"," Medical Equipment & Supplies"," INGN"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 15-CV-01864"," Hon. Step",2015-03-13,2014-11-12,2015-03-11,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4866,NULL," Accelerate Diagnostics, Inc. 
								  
",Dismissed,2015-03-19,2017-09-13,NULL," Healthcare"," Biotechnology & Drugs"," AXDX"," Public (Listed)"," United States"," NASDAQ"," D. Arizona"," 15-CV-00504"," Hon. Stev",2015-03-19,2014-03-07,2015-02-17,"The Rosen Law Firm P.A. (New York)275 Madison Avenue, 34th Floor, The Rosen Law Firm P.A. (New York), NY 10016(212) 686-1060 (212) 202-3827 · "," D. Arizona"," 15-CV-00504"," Hon. Steven P Logan",2015-06-23,2014-03-07,2015-02-17,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4867,NULL," Chemical & Mining Co. of Chile, Inc. 
								  
",NULL,2015-03-19,2018-06-20,NULL," Basic Materials"," Chemical Manufacturing"," SQM"," Public (Listed)"," Chile"," New York SE"," S.D. New York"," 15-CV-02106"," Hon. Ramo",2015-03-19,2014-03-04,2015-03-17,"Robbins Geller Rudman & Dowd LLP (San Francisco)100 Pine Street, Suite 2600, Robbins Geller Rudman & Dowd LLP (San Francisco), CA 94111415.288.4545 415.288.4534 · "," S.D. New York"," 15-CV-02106"," Hon. Ramos",2016-02-09,2010-06-30,2015-06-18,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
4868,NULL," Resonant, Inc. 
								  
",Settled,2015-03-17,2018-06-26,NULL," Technology"," Semiconductors"," RESN"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 15-CV-01970"," Hon. S. J",2015-03-17,2014-08-14,2015-02-26,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," C.D. California"," 15-CV-01970"," Hon. S. James Otero",2016-02-23,2014-11-06,2015-04-02,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4869,NULL," Omnicell, Inc. 
								  
",Dismissed,2015-03-19,2015-05-21,NULL," Technology"," Scientific & Technical Instr."," OMCL"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-01280"," Hon. Hayw",2015-03-19,2014-05-02,2015-03-02,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4870,NULL," Youku Tudou Inc. 
								  
",Dismissed,2015-03-25,2016-04-06,NULL," Technology"," Communications Equipment"," YOKU"," Public (Listed)"," China"," New York SE"," S.D. New York"," 15-CV-02258"," Hon. Paul",2015-03-25,2014-02-27,2015-03-19,"Levi & Korsinsky, LLP30 Broad Street, 15 1h Floor, Levi & Korsinsky, LLP, NY 10004212.363.7500 212.363-7171 · "," S.D. New York"," 15-CV-02875"," Hon. Pauley",2016-02-01,2013-05-15,2015-03-20,2015,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4871,NULL," iDreamSky Technology Limited 
								  
",Settled,2015-04-02,2018-09-10,NULL," Technology"," Software & Programming"," DSKY"," Public (Listed)"," China"," NASDAQ"," S.D. New York"," 15-CV-02514"," Hon. Oetk",2015-04-02,2014-08-08,2015-03-13,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," S.D. New York"," 15-CV-02514"," Hon. Oetken",2016-03-25,2014-08-07,2015-03-13,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4872,NULL," Boulder Brands, Inc. 
								  
",Dismissed,2015-04-01,2017-03-29,NULL," Consumer Non-Cyclical"," Food Processing"," BDBD"," Public (Listed)"," United States"," NASDAQ"," D. Colorado"," 15-CV-00679"," Hon. Kath",2015-04-01,2013-12-23,2014-10-22,"Robbins Geller Rudman & Dowd LLP (Boca Raton)120 East Palmetto Park Road, Suite 500, Robbins Geller Rudman & Dowd LLP (Boca Raton), FL 33432561.750.3000 561.750.3364 · "," D. Colorado"," 15-CV-00679"," Hon. Kathleen M. Tafoya",2016-04-01,2013-12-23,2014-10-22,2015,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4873,NULL," Quiksilver, Inc. 
								  
",Settled,2015-04-02,2017-09-01,NULL," Consumer Cyclical"," Apparel/Accessories"," ZQK"," Public (Listed)"," United States"," New York SE"," C.D. California"," 15-CV-00516"," Hon. Jame",2015-04-02,2014-06-06,2015-03-26,"Levi & Korsinsky LLP (DC)1101 30th Street, NW; Suite 115, Levi & Korsinsky LLP (DC), DC 20007  · "," C.D. California"," 15-CV-00516"," Hon. James V. Selna",2015-08-25,2014-06-06,2015-03-26,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4874,NULL," Sonus Networks, Inc. 
								  
",Dismissed,2015-04-06,2017-06-06,NULL," Technology"," Communications Equipment"," SONS"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 15-CV-02407"," Hon. Fred",2015-04-06,2014-10-23,2015-03-24,"Block & Leviton LLP155 Federal Street, Suite 1303, Block & Leviton LLP, MA 02110(617) 398-5600 (617) 507-6020 · "," D. Massachusetts"," 16-CV-10657"," Hon. Freda L. Wolfson",2016-05-04,2014-10-23,2015-03-24,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4875,NULL," AudioEye Incorporated 
								  
",Settled,2015-04-20,2017-05-08,NULL," Technology"," Communications Equipment"," AEYE"," Public (Listed)"," United States"," OTC-BB"," D. Arizona"," 15-CV-00163"," Hon. Davi",2015-04-20,2014-05-05,2015-04-01,"Bonnett, Fairbourn, Friedman & Balint, PC (Phoenix)2901 North Central Avenue - Suite 1000, Bonnett, Fairbourn, Friedman & Balint, PC (Phoenix), AZ 85012602.274.1100 602.274.1199 · "," D. Arizona"," 15-CV-00163"," Hon. David C Bury",2015-11-30,2014-05-14,2015-04-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4876,NULL," ForceField Energy Inc. 
								  
",Settled,2015-04-17,2018-02-26,NULL," Utilities"," Electric Utilities"," FNRG"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 15-CV-03020"," Hon. Buch",2015-04-17,2013-09-16,2015-04-15,"The Rosen Law Firm P.A. (New York)275 Madison Avenue, 34th Floor, The Rosen Law Firm P.A. (New York), NY 10016(212) 686-1060 (212) 202-3827 · "," S.D. New York"," 15-CV-03020"," Hon. Buchwald",2016-05-23,2013-08-20,2015-04-20,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4877,NULL," Cellular Biomedicine Group, Inc. 
								  
",Dismissed,2015-04-21,2017-01-27,NULL," Healthcare"," Biotechnology & Drugs"," CBMG"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-01795"," Hon. Will",2015-04-21,2014-06-18,2015-04-07,"The Rosen Law Firm, P.A. (New Los Angeles)355 South Grand Ave, Suite 2450, The Rosen Law Firm, P.A. (New Los Angeles), CA 90071(213) 785-2610 (213) 226-4684 · "," N.D. California"," 15-CV-01795"," Hon. William H. Orrick",2016-06-09,2014-12-10,2015-04-07,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
4878,NULL," Cadiz, Inc. 
								  
",Settled,2015-04-24,2018-04-24,NULL," Utilities"," Water Utilities"," CDZI"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 15-CV-03080"," Hon. John",2015-04-24,2014-03-10,2015-04-21,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," C.D. California"," 15-CV-03080"," Hon. John A. Kronstadt",2015-10-21,2014-03-11,2015-10-09,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4880,NULL," Trinity Industries, Inc. 
								  
",Dismissed,2015-04-28,2017-03-13,NULL," Transportation"," Railroads"," TRN"," Public (Listed)"," United States"," New York SE"," N.D. Texas"," 15-CV-01316"," Hon. Davi",2015-04-28,2014-02-19,2015-04-23,"Balon B. Bradley Law Firm5473 Blair Road, Suite 100 , Balon B. Bradley Law Firm, TX 75231972/991-1582  972/755-0424  · "," N.D. Texas"," 15-CV-02093"," Hon. David C Godbey",2016-05-11,2012-02-16,2015-04-24,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4881,NULL," Aerie Pharmaceuticals, Inc. 
								  
",Dismissed,2015-04-29,2016-06-20,NULL," Healthcare"," Major Drugs"," AERI"," Public (Listed)"," United States"," NASDAQ"," D. New Jersey"," 15-CV-03007"," Hon. Anne",2015-04-29,2014-08-06,2015-04-23,"Cohn, Lifland, Pearlman, Herrmann & KnopfPark 80 Plaza West-One, Cohn, Lifland, Pearlman, Herrmann & Knopf, NJ 7663201845.9600  · info@njlawfirm.com"," D. New Jersey"," 15-CV-03007"," Hon. Anne E. Thompson",2015-09-28,2014-06-25,2015-04-23,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5089,NULL," Endurance International Group Holdings, Inc. 
								  
",Settled,2015-05-04,2018-07-06,NULL," Technology"," Software & Programming"," EIGI"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 15-CV-11775"," Hon. Geor",2015-05-04,2014-11-04,2015-04-27,"Block & Leviton LLP155 Federal Street, Suite 1303, Block & Leviton LLP, MA 02110(617) 398-5600 (617) 507-6020 · "," D. Massachusetts"," 15-CV-11775"," Hon. George A. OToole, Jr",2017-06-30,2013-10-25,2015-12-16,2015,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5090,NULL," Insulet Corporation 
								  
",Settled,2015-05-05,2018-03-23,NULL," Healthcare"," Medical Equipment & Supplies"," PODD"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 15-CV-11782"," Hon. Jenn",2015-05-05,2013-02-27,2015-04-30,"Berman DeValerio (Boston)One Liberty Square, Berman DeValerio (Boston), MA 02109617.542.8300 617.542.8300 · "," D. Massachusetts"," 15-CV-12345"," Hon. Jennifer C. Boal",2016-06-01,2013-05-07,2015-04-30,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5091,NULL," Mastec, Inc. 
								  
",Dismissed,2015-05-07,2016-10-04,NULL," Capital Goods"," Construction Services"," MTZ"," Public (Listed)"," United States"," New York SE"," S.D. Florida"," 15-CV-21740"," Hon. Marc",2015-05-07,2014-08-12,2015-03-17,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," S.D. Florida"," 15-CV-21740"," Hon. Marcia G. Cooke",2015-10-13,2014-05-01,2015-08-17,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5092,NULL," Ampio Pharmaceuticals, Inc. 
								  
",Settled,2015-05-08,2018-04-16,NULL," Healthcare"," Biotechnology & Drugs"," AMPE"," Public (Listed)"," United States"," New York SE"," C.D. California"," 15-CV-03474"," Hon. Terr",2015-05-08,2014-01-13,2014-08-21,"The Rosen Law Firm, P.A. (New Los Angeles)355 South Grand Ave, Suite 2450, The Rosen Law Firm, P.A. (New Los Angeles), CA 90071(213) 785-2610 (213) 226-4684 · "," C.D. California"," 15-CV-03474"," Hon. Terry J. Hatter, Jr",2016-09-27,2014-01-13,2014-08-21,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5093,NULL," Emulex Corporation 
								  
",NULL,2015-04-08,2018-04-23,NULL," Technology"," Communications Equipment"," ELX"," Public (Listed)"," United States"," New York SE"," C.D. California"," 15-CV-00554"," Hon. Corm",2015-04-08,2015-02-25,2015-04-08,"Faruqi & Faruqi LLP (Los Angeles)10866 Wilshire Boulevard Suite 1470, Faruqi & Faruqi LLP (Los Angeles), CA 90067(424) 256-2884 (424) 256-2885 · "," C.D. California"," 15-CV-00554"," Hon. Cormac J. Carney",2015-09-17,2015-02-25,2015-04-08,2015,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
5094,NULL," Life Time Fitness, Inc. 
								  
",Dismissed,2015-04-10,2018-04-05,NULL," Services"," Recreational Activities"," LTM"," Public (Listed)"," United States"," New York SE"," D. Minnesota"," 15-CV-01911"," Hon. John",2015-04-10,2015-03-16,2015-04-10,"Block & Leviton LLP155 Federal Street, Suite 1303, Block & Leviton LLP, MA 02110(617) 398-5600 (617) 507-6020 · "," D. Minnesota"," 15-CV-01911"," Hon. John R. Tunheim",2015-08-31,2015-03-16,2015-04-10,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5095,NULL," Etsy, Inc. 
								  
",Dismissed,2015-05-13,2018-05-15,NULL," Services"," Retail (Specialty)"," ETSY"," Public (Listed)"," United States"," NASDAQ"," E.D. New York"," 15-CV-02785"," Hon. Ally",2015-05-13,2015-04-16,2015-05-10,"Bronstein, Gewirtz & Grossman, LLC (New York)60 East 42nd Street - Suite 4600, Bronstein, Gewirtz & Grossman, LLC (New York), NY 10165212.697.6484 212.697.7296 · info@bgandg.com"," E.D. New York"," 15-CV-02785"," Hon. Allyne R. Ross",2016-01-28,2015-04-16,2015-05-10,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5096,NULL," Global Power Equipment Group Inc. 
								  
",Dismissed,2015-05-13,2018-09-19,NULL," Capital Goods"," Misc. Capital Goods"," GLPW"," Public (Listed)"," United States"," New York SE"," N.D. Texas"," 15-CV-01679"," Hon. Barb",2015-05-13,2015-03-09,2015-05-06,"Block & Leviton LLP155 Federal Street, Suite 1303, Block & Leviton LLP, MA 02110(617) 398-5600 (617) 507-6020 · "," N.D. Texas"," 15-CV-01679"," Hon. Barbara M.G. Lynn",2018-01-15,2011-09-07,2015-05-06,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5097,NULL," Rayonier Advanced Materials, Inc. 
								  
",Dismissed,2015-04-30,2016-07-25,NULL," Basic Materials"," Chemical Manufacturing"," RYAM"," Public (Listed)"," United States"," New York SE"," M.D. Florida"," 15-CV-00546"," Hon. Timo",2015-04-30,2014-06-30,2015-01-28,"Grant & Eisenhofer (New York)485 Lexington Avenue, 29th Floor, Grant & Eisenhofer (New York), NY646.722.8500 646.722.8500 · lawyers@gelaw.com"," M.D. Florida"," 15-CV-00546"," Hon. Timothy J. Corrigan",2015-09-11,2014-06-30,2015-01-27,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5098,NULL," Rubicon Technology, Inc. 
								  
",Settled,2015-04-30,2016-06-03,NULL," Technology"," Semiconductors"," RBCN"," Public (Listed)"," United States"," NASDAQ"," N.D. Illinois"," 15-CV-03813"," Hon. Mani",2015-04-30,2014-03-19,2014-03-19,"Abraham, Fruchter & Twersky LLPOne Penn Plaza, Suite 2805, Abraham, Fruchter & Twersky LLP, NY 10119(212) 279-5050 (212) 279-3655 · "," N.D. Illinois"," 15-CV-03813"," Hon. Manish S. Shah",2015-07-31,2014-03-19,2014-03-19,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
5099,NULL," MobileIron, Inc. 
								  
",Dismissed,2015-05-01,2016-03-16,NULL," Technology"," Software & Programming"," MOBL"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-01984"," Hon. Samu",2015-05-01,2015-02-13,2015-04-22,"The Rosen Law Firm, P.A. (New Los Angeles)355 South Grand Ave, Suite 2450, The Rosen Law Firm, P.A. (New Los Angeles), CA 90071(213) 785-2610 (213) 226-4684 · "," N.D. California"," 15-CV-01984"," Hon. Samuel Conti",2015-09-28,2015-02-13,2015-04-22,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5100,NULL," SanDisk Corporation 
								  
",NULL,2015-03-30,2018-04-16,NULL," Technology"," Computer Peripherals"," SNDK"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-01455"," Hon. Vinc",2015-03-30,2014-10-16,2015-03-25,"Cohen Milstein Sellers & Toll PLLC (New York)88 Pine Street, 14th Floor, Cohen Milstein Sellers & Toll PLLC (New York), NY 10022212.838.7797 212.838.7797 · "," N.D. California"," 15-CV-01455"," Hon. Vince Chhabria",2016-07-15,2014-10-16,2015-04-15,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
